#      time    totEnergy    potEnergy   kinEneryFl  kinEnergyWa    tempFluid     tempWall
 5225.00000   0.4177E+04  -0.1923E+04   0.3401E+04   0.2699E+04   0.1523E+01   0.1500E+01
 5230.00000   0.4134E+04  -0.1902E+04   0.3337E+04   0.2699E+04   0.1494E+01   0.1500E+01
 5235.00000   0.4097E+04  -0.1978E+04   0.3376E+04   0.2699E+04   0.1511E+01   0.1500E+01
 5240.00000   0.4146E+04  -0.1998E+04   0.3445E+04   0.2699E+04   0.1543E+01   0.1500E+01
 5245.00000   0.4280E+04  -0.1853E+04   0.3434E+04   0.2699E+04   0.1537E+01   0.1500E+01
 5250.00000   0.4233E+04  -0.1925E+04   0.3458E+04   0.2699E+04   0.1548E+01   0.1500E+01
 5255.00000   0.4281E+04  -0.1818E+04   0.3400E+04   0.2699E+04   0.1522E+01   0.1500E+01
 5260.00000   0.4289E+04  -0.1874E+04   0.3464E+04   0.2699E+04   0.1551E+01   0.1500E+01
 5265.00000   0.4300E+04  -0.1854E+04   0.3455E+04   0.2699E+04   0.1547E+01   0.1500E+01
 5270.00000   0.4211E+04  -0.1882E+04   0.3393E+04   0.2699E+04   0.1519E+01   0.1500E+01
 5275.00000   0.4347E+04  -0.1813E+04   0.3460E+04   0.2699E+04   0.1549E+01   0.1500E+01
 5280.00000   0.4180E+04  -0.1965E+04   0.3445E+04   0.2699E+04   0.1543E+01   0.1500E+01
 5285.00000   0.4311E+04  -0.1836E+04   0.3447E+04   0.2699E+04   0.1543E+01   0.1500E+01
 5290.00000   0.4238E+04  -0.1945E+04   0.3484E+04   0.2699E+04   0.1560E+01   0.1500E+01
 5295.00000   0.4284E+04  -0.1847E+04   0.3432E+04   0.2699E+04   0.1537E+01   0.1500E+01
 5300.00000   0.4398E+04  -0.1806E+04   0.3504E+04   0.2699E+04   0.1569E+01   0.1500E+01
 5305.00000   0.4234E+04  -0.1907E+04   0.3442E+04   0.2699E+04   0.1541E+01   0.1500E+01
 5310.00000   0.4316E+04  -0.1878E+04   0.3494E+04   0.2699E+04   0.1564E+01   0.1500E+01
 5315.00000   0.4339E+04  -0.1851E+04   0.3491E+04   0.2699E+04   0.1563E+01   0.1500E+01
 5320.00000   0.4382E+04  -0.1836E+04   0.3519E+04   0.2699E+04   0.1576E+01   0.1500E+01
 5325.00000   0.4369E+04  -0.1813E+04   0.3482E+04   0.2699E+04   0.1559E+01   0.1500E+01
 5330.00000   0.4212E+04  -0.1949E+04   0.3461E+04   0.2699E+04   0.1550E+01   0.1500E+01
 5335.00000   0.4213E+04  -0.1925E+04   0.3439E+04   0.2699E+04   0.1540E+01   0.1500E+01
 5340.00000   0.4263E+04  -0.1850E+04   0.3413E+04   0.2699E+04   0.1528E+01   0.1500E+01
 5345.00000   0.4193E+04  -0.1931E+04   0.3425E+04   0.2699E+04   0.1533E+01   0.1500E+01
 5350.00000   0.4206E+04  -0.1907E+04   0.3414E+04   0.2699E+04   0.1528E+01   0.1500E+01
 5355.00000   0.4293E+04  -0.1927E+04   0.3521E+04   0.2699E+04   0.1576E+01   0.1500E+01
 5360.00000   0.4181E+04  -0.1909E+04   0.3391E+04   0.2699E+04   0.1518E+01   0.1500E+01
 5365.00000   0.4319E+04  -0.1873E+04   0.3494E+04   0.2699E+04   0.1564E+01   0.1500E+01
 5370.00000   0.4165E+04  -0.2007E+04   0.3472E+04   0.2699E+04   0.1555E+01   0.1500E+01
 5375.00000   0.4195E+04  -0.1883E+04   0.3379E+04   0.2699E+04   0.1513E+01   0.1500E+01
 5380.00000   0.4163E+04  -0.1938E+04   0.3402E+04   0.2699E+04   0.1523E+01   0.1500E+01
 5385.00000   0.4104E+04  -0.2036E+04   0.3441E+04   0.2699E+04   0.1541E+01   0.1500E+01
 5390.00000   0.4252E+04  -0.1927E+04   0.3480E+04   0.2699E+04   0.1558E+01   0.1500E+01
 5395.00000   0.4195E+04  -0.1921E+04   0.3417E+04   0.2699E+04   0.1530E+01   0.1500E+01
 5400.00000   0.4143E+04  -0.2022E+04   0.3466E+04   0.2699E+04   0.1552E+01   0.1500E+01
 5405.00000   0.4272E+04  -0.2016E+04   0.3589E+04   0.2699E+04   0.1607E+01   0.1500E+01
 5410.00000   0.4327E+04  -0.1884E+04   0.3511E+04   0.2699E+04   0.1572E+01   0.1500E+01
 5415.00000   0.4285E+04  -0.1894E+04   0.3480E+04   0.2699E+04   0.1558E+01   0.1500E+01
 5420.00000   0.4296E+04  -0.1847E+04   0.3444E+04   0.2699E+04   0.1542E+01   0.1500E+01
 5425.00000   0.4134E+04  -0.2013E+04   0.3447E+04   0.2699E+04   0.1543E+01   0.1500E+01
 5430.00000   0.4290E+04  -0.1833E+04   0.3423E+04   0.2699E+04   0.1533E+01   0.1500E+01
 5435.00000   0.4214E+04  -0.1886E+04   0.3401E+04   0.2699E+04   0.1523E+01   0.1500E+01
 5440.00000   0.4118E+04  -0.1921E+04   0.3339E+04   0.2699E+04   0.1495E+01   0.1500E+01
 5445.00000   0.3993E+04  -0.2006E+04   0.3300E+04   0.2699E+04   0.1477E+01   0.1500E+01
 5450.00000   0.4038E+04  -0.1976E+04   0.3315E+04   0.2699E+04   0.1484E+01   0.1500E+01
 5455.00000   0.4121E+04  -0.1928E+04   0.3349E+04   0.2699E+04   0.1500E+01   0.1500E+01
 5460.00000   0.4194E+04  -0.1848E+04   0.3342E+04   0.2699E+04   0.1496E+01   0.1500E+01
 5465.00000   0.4123E+04  -0.1933E+04   0.3357E+04   0.2699E+04   0.1503E+01   0.1500E+01
 5470.00000   0.4116E+04  -0.1995E+04   0.3412E+04   0.2699E+04   0.1528E+01   0.1500E+01
 5475.00000   0.4195E+04  -0.1885E+04   0.3381E+04   0.2699E+04   0.1514E+01   0.1500E+01
 5480.00000   0.4176E+04  -0.1893E+04   0.3370E+04   0.2699E+04   0.1509E+01   0.1500E+01
 5485.00000   0.4062E+04  -0.1941E+04   0.3304E+04   0.2699E+04   0.1479E+01   0.1500E+01
 5490.00000   0.4060E+04  -0.2012E+04   0.3372E+04   0.2699E+04   0.1510E+01   0.1500E+01
 5495.00000   0.4089E+04  -0.1942E+04   0.3332E+04   0.2699E+04   0.1492E+01   0.1500E+01
 5500.00000   0.4040E+04  -0.2019E+04   0.3360E+04   0.2699E+04   0.1504E+01   0.1500E+01
 5505.00000   0.4009E+04  -0.2089E+04   0.3399E+04   0.2699E+04   0.1522E+01   0.1500E+01
 5510.00000   0.4081E+04  -0.2012E+04   0.3394E+04   0.2699E+04   0.1520E+01   0.1500E+01
 5515.00000   0.4030E+04  -0.1950E+04   0.3280E+04   0.2699E+04   0.1469E+01   0.1500E+01
 5520.00000   0.4135E+04  -0.1936E+04   0.3372E+04   0.2699E+04   0.1510E+01   0.1500E+01
 5525.00000   0.4063E+04  -0.1919E+04   0.3282E+04   0.2699E+04   0.1470E+01   0.1500E+01
 5530.00000   0.4070E+04  -0.2009E+04   0.3380E+04   0.2699E+04   0.1513E+01   0.1500E+01
 5535.00000   0.4255E+04  -0.1861E+04   0.3416E+04   0.2699E+04   0.1530E+01   0.1500E+01
 5540.00000   0.4140E+04  -0.1970E+04   0.3411E+04   0.2699E+04   0.1527E+01   0.1500E+01
 5545.00000   0.4127E+04  -0.1982E+04   0.3410E+04   0.2699E+04   0.1527E+01   0.1500E+01
 5550.00000   0.4313E+04  -0.1746E+04   0.3360E+04   0.2699E+04   0.1504E+01   0.1500E+01
 5555.00000   0.4317E+04  -0.1783E+04   0.3401E+04   0.2699E+04   0.1523E+01   0.1500E+01
 5560.00000   0.4058E+04  -0.2014E+04   0.3372E+04   0.2699E+04   0.1510E+01   0.1500E+01
 5565.00000   0.4229E+04  -0.1883E+04   0.3413E+04   0.2699E+04   0.1528E+01   0.1500E+01
 5570.00000   0.4180E+04  -0.1908E+04   0.3389E+04   0.2699E+04   0.1517E+01   0.1500E+01
 5575.00000   0.4090E+04  -0.2015E+04   0.3406E+04   0.2699E+04   0.1525E+01   0.1500E+01
 5580.00000   0.4232E+04  -0.1849E+04   0.3382E+04   0.2699E+04   0.1514E+01   0.1500E+01
 5585.00000   0.4113E+04  -0.1945E+04   0.3359E+04   0.2699E+04   0.1504E+01   0.1500E+01
 5590.00000   0.4168E+04  -0.1995E+04   0.3464E+04   0.2699E+04   0.1551E+01   0.1500E+01
 5595.00000   0.4167E+04  -0.1862E+04   0.3329E+04   0.2699E+04   0.1491E+01   0.1500E+01
 5600.00000   0.4173E+04  -0.1962E+04   0.3436E+04   0.2699E+04   0.1539E+01   0.1500E+01
 5605.00000   0.4172E+04  -0.1914E+04   0.3387E+04   0.2699E+04   0.1517E+01   0.1500E+01
 5610.00000   0.4116E+04  -0.1952E+04   0.3369E+04   0.2699E+04   0.1508E+01   0.1500E+01
 5615.00000   0.4263E+04  -0.1871E+04   0.3435E+04   0.2699E+04   0.1538E+01   0.1500E+01
 5620.00000   0.4246E+04  -0.1896E+04   0.3443E+04   0.2699E+04   0.1542E+01   0.1500E+01
 5625.00000   0.4169E+04  -0.1907E+04   0.3377E+04   0.2699E+04   0.1512E+01   0.1500E+01
 5630.00000   0.4245E+04  -0.1953E+04   0.3498E+04   0.2699E+04   0.1566E+01   0.1500E+01
 5635.00000   0.4254E+04  -0.1850E+04   0.3405E+04   0.2699E+04   0.1525E+01   0.1500E+01
 5640.00000   0.4271E+04  -0.1841E+04   0.3413E+04   0.2699E+04   0.1528E+01   0.1500E+01
 5645.00000   0.4207E+04  -0.1865E+04   0.3373E+04   0.2699E+04   0.1510E+01   0.1500E+01
 5650.00000   0.4098E+04  -0.1990E+04   0.3389E+04   0.2699E+04   0.1518E+01   0.1500E+01
 5655.00000   0.4141E+04  -0.1934E+04   0.3375E+04   0.2699E+04   0.1511E+01   0.1500E+01
 5660.00000   0.4131E+04  -0.1919E+04   0.3351E+04   0.2699E+04   0.1500E+01   0.1500E+01
 5665.00000   0.4042E+04  -0.2004E+04   0.3348E+04   0.2699E+04   0.1499E+01   0.1500E+01
 5670.00000   0.4083E+04  -0.1943E+04   0.3326E+04   0.2699E+04   0.1489E+01   0.1500E+01
 5675.00000   0.4066E+04  -0.2014E+04   0.3381E+04   0.2699E+04   0.1514E+01   0.1500E+01
 5680.00000   0.4043E+04  -0.1950E+04   0.3294E+04   0.2699E+04   0.1475E+01   0.1500E+01
 5685.00000   0.4201E+04  -0.1848E+04   0.3350E+04   0.2699E+04   0.1500E+01   0.1500E+01
 5690.00000   0.4095E+04  -0.1958E+04   0.3353E+04   0.2699E+04   0.1501E+01   0.1500E+01
 5695.00000   0.4164E+04  -0.1873E+04   0.3338E+04   0.2699E+04   0.1495E+01   0.1500E+01
 5700.00000   0.4141E+04  -0.1903E+04   0.3346E+04   0.2699E+04   0.1498E+01   0.1500E+01
 5705.00000   0.4136E+04  -0.1869E+04   0.3306E+04   0.2699E+04   0.1480E+01   0.1500E+01
 5710.00000   0.4131E+04  -0.1996E+04   0.3427E+04   0.2699E+04   0.1534E+01   0.1500E+01
 5715.00000   0.4260E+04  -0.1773E+04   0.3334E+04   0.2699E+04   0.1493E+01   0.1500E+01
 5720.00000   0.4075E+04  -0.1889E+04   0.3265E+04   0.2699E+04   0.1462E+01   0.1500E+01
 5725.00000   0.4086E+04  -0.2094E+04   0.3480E+04   0.2699E+04   0.1558E+01   0.1500E+01
 5730.00000   0.4071E+04  -0.2056E+04   0.3428E+04   0.2699E+04   0.1535E+01   0.1500E+01
 5735.00000   0.4112E+04  -0.1845E+04   0.3258E+04   0.2699E+04   0.1459E+01   0.1500E+01
 5740.00000   0.4038E+04  -0.2018E+04   0.3357E+04   0.2699E+04   0.1503E+01   0.1500E+01
 5745.00000   0.4228E+04  -0.1900E+04   0.3429E+04   0.2699E+04   0.1535E+01   0.1500E+01
 5750.00000   0.4190E+04  -0.1896E+04   0.3387E+04   0.2699E+04   0.1516E+01   0.1500E+01
 5755.00000   0.4256E+04  -0.1882E+04   0.3440E+04   0.2699E+04   0.1540E+01   0.1500E+01
 5760.00000   0.4135E+04  -0.1982E+04   0.3418E+04   0.2699E+04   0.1530E+01   0.1500E+01
 5765.00000   0.4174E+04  -0.2003E+04   0.3477E+04   0.2699E+04   0.1557E+01   0.1500E+01
 5770.00000   0.4169E+04  -0.1950E+04   0.3419E+04   0.2699E+04   0.1531E+01   0.1500E+01
 5775.00000   0.4203E+04  -0.1868E+04   0.3371E+04   0.2699E+04   0.1509E+01   0.1500E+01
 5780.00000   0.4189E+04  -0.1857E+04   0.3347E+04   0.2699E+04   0.1498E+01   0.1500E+01
 5785.00000   0.4190E+04  -0.1861E+04   0.3352E+04   0.2699E+04   0.1501E+01   0.1500E+01
 5790.00000   0.4226E+04  -0.1839E+04   0.3367E+04   0.2699E+04   0.1507E+01   0.1500E+01
 5795.00000   0.4209E+04  -0.1884E+04   0.3393E+04   0.2699E+04   0.1519E+01   0.1500E+01
 5800.00000   0.4070E+04  -0.1902E+04   0.3272E+04   0.2699E+04   0.1465E+01   0.1500E+01
 5805.00000   0.4043E+04  -0.1908E+04   0.3252E+04   0.2699E+04   0.1456E+01   0.1500E+01
 5810.00000   0.4110E+04  -0.1989E+04   0.3400E+04   0.2699E+04   0.1522E+01   0.1500E+01
 5815.00000   0.4077E+04  -0.1937E+04   0.3314E+04   0.2699E+04   0.1484E+01   0.1500E+01
 5820.00000   0.4180E+04  -0.1949E+04   0.3430E+04   0.2699E+04   0.1536E+01   0.1500E+01
 5825.00000   0.4160E+04  -0.1970E+04   0.3431E+04   0.2699E+04   0.1536E+01   0.1500E+01
 5830.00000   0.4148E+04  -0.1995E+04   0.3444E+04   0.2699E+04   0.1542E+01   0.1500E+01
 5835.00000   0.4106E+04  -0.1994E+04   0.3401E+04   0.2699E+04   0.1523E+01   0.1500E+01
 5840.00000   0.4188E+04  -0.1973E+04   0.3462E+04   0.2699E+04   0.1550E+01   0.1500E+01
 5845.00000   0.4278E+04  -0.1882E+04   0.3461E+04   0.2699E+04   0.1550E+01   0.1500E+01
 5850.00000   0.4248E+04  -0.1906E+04   0.3455E+04   0.2699E+04   0.1547E+01   0.1500E+01
 5855.00000   0.4154E+04  -0.2023E+04   0.3478E+04   0.2699E+04   0.1557E+01   0.1500E+01
 5860.00000   0.4221E+04  -0.1882E+04   0.3404E+04   0.2699E+04   0.1524E+01   0.1500E+01
 5865.00000   0.4166E+04  -0.1996E+04   0.3463E+04   0.2699E+04   0.1551E+01   0.1500E+01
 5870.00000   0.4194E+04  -0.1943E+04   0.3438E+04   0.2699E+04   0.1539E+01   0.1500E+01
 5875.00000   0.4178E+04  -0.1927E+04   0.3405E+04   0.2699E+04   0.1525E+01   0.1500E+01
 5880.00000   0.4348E+04  -0.1743E+04   0.3391E+04   0.2699E+04   0.1518E+01   0.1500E+01
 5885.00000   0.4091E+04  -0.2015E+04   0.3406E+04   0.2699E+04   0.1525E+01   0.1500E+01
 5890.00000   0.4056E+04  -0.2054E+04   0.3410E+04   0.2699E+04   0.1527E+01   0.1500E+01
 5895.00000   0.4110E+04  -0.1863E+04   0.3273E+04   0.2699E+04   0.1466E+01   0.1500E+01
 5900.00000   0.4162E+04  -0.1869E+04   0.3332E+04   0.2699E+04   0.1492E+01   0.1500E+01
 5905.00000   0.4028E+04  -0.1900E+04   0.3228E+04   0.2699E+04   0.1445E+01   0.1500E+01
 5910.00000   0.4131E+04  -0.1843E+04   0.3275E+04   0.2699E+04   0.1466E+01   0.1500E+01
 5915.00000   0.4130E+04  -0.1866E+04   0.3296E+04   0.2699E+04   0.1476E+01   0.1500E+01
 5920.00000   0.4018E+04  -0.2077E+04   0.3395E+04   0.2699E+04   0.1520E+01   0.1500E+01
 5925.00000   0.4083E+04  -0.1947E+04   0.3331E+04   0.2699E+04   0.1491E+01   0.1500E+01
 5930.00000   0.4032E+04  -0.1986E+04   0.3319E+04   0.2699E+04   0.1486E+01   0.1500E+01
 5935.00000   0.4100E+04  -0.2015E+04   0.3416E+04   0.2699E+04   0.1529E+01   0.1500E+01
 5940.00000   0.4057E+04  -0.1934E+04   0.3292E+04   0.2699E+04   0.1474E+01   0.1500E+01
 5945.00000   0.4088E+04  -0.1888E+04   0.3276E+04   0.2699E+04   0.1467E+01   0.1500E+01
 5950.00000   0.4127E+04  -0.2016E+04   0.3444E+04   0.2699E+04   0.1542E+01   0.1500E+01
 5955.00000   0.4072E+04  -0.1998E+04   0.3371E+04   0.2699E+04   0.1509E+01   0.1500E+01
 5960.00000   0.4076E+04  -0.2077E+04   0.3453E+04   0.2699E+04   0.1546E+01   0.1500E+01
 5965.00000   0.4221E+04  -0.1894E+04   0.3415E+04   0.2699E+04   0.1529E+01   0.1500E+01
 5970.00000   0.4209E+04  -0.1931E+04   0.3440E+04   0.2699E+04   0.1540E+01   0.1500E+01
 5975.00000   0.4139E+04  -0.1999E+04   0.3438E+04   0.2699E+04   0.1539E+01   0.1500E+01
 5980.00000   0.4088E+04  -0.2040E+04   0.3429E+04   0.2699E+04   0.1535E+01   0.1500E+01
 5985.00000   0.4146E+04  -0.1985E+04   0.3432E+04   0.2699E+04   0.1537E+01   0.1500E+01
 5990.00000   0.4225E+04  -0.1933E+04   0.3459E+04   0.2699E+04   0.1549E+01   0.1500E+01
 5995.00000   0.4151E+04  -0.1854E+04   0.3306E+04   0.2699E+04   0.1480E+01   0.1500E+01
 6000.00000   0.4038E+04  -0.1976E+04   0.3315E+04   0.2699E+04   0.1484E+01   0.1500E+01
 6005.00000   0.4185E+04  -0.1890E+04   0.3376E+04   0.2699E+04   0.1511E+01   0.1500E+01
 6010.00000   0.4120E+04  -0.1891E+04   0.3311E+04   0.2699E+04   0.1483E+01   0.1500E+01
 6015.00000   0.4058E+04  -0.1950E+04   0.3308E+04   0.2699E+04   0.1481E+01   0.1500E+01
 6020.00000   0.4077E+04  -0.1911E+04   0.3289E+04   0.2699E+04   0.1472E+01   0.1500E+01
 6025.00000   0.4200E+04  -0.1887E+04   0.3388E+04   0.2699E+04   0.1517E+01   0.1500E+01
 6030.00000   0.4091E+04  -0.1913E+04   0.3306E+04   0.2699E+04   0.1480E+01   0.1500E+01
 6035.00000   0.3976E+04  -0.1932E+04   0.3208E+04   0.2699E+04   0.1437E+01   0.1500E+01
 6040.00000   0.4040E+04  -0.1913E+04   0.3254E+04   0.2699E+04   0.1457E+01   0.1500E+01
 6045.00000   0.3989E+04  -0.1995E+04   0.3285E+04   0.2699E+04   0.1471E+01   0.1500E+01
 6050.00000   0.3886E+04  -0.2111E+04   0.3297E+04   0.2699E+04   0.1476E+01   0.1500E+01
 6055.00000   0.4033E+04  -0.2076E+04   0.3410E+04   0.2699E+04   0.1527E+01   0.1500E+01
 6060.00000   0.4160E+04  -0.1897E+04   0.3358E+04   0.2699E+04   0.1503E+01   0.1500E+01
 6065.00000   0.4022E+04  -0.1989E+04   0.3311E+04   0.2699E+04   0.1483E+01   0.1500E+01
 6070.00000   0.4016E+04  -0.2105E+04   0.3421E+04   0.2699E+04   0.1532E+01   0.1500E+01
 6075.00000   0.4193E+04  -0.1819E+04   0.3313E+04   0.2699E+04   0.1483E+01   0.1500E+01
 6080.00000   0.4255E+04  -0.1851E+04   0.3407E+04   0.2699E+04   0.1525E+01   0.1500E+01
 6085.00000   0.4039E+04  -0.2016E+04   0.3356E+04   0.2699E+04   0.1503E+01   0.1500E+01
 6090.00000   0.4003E+04  -0.2047E+04   0.3351E+04   0.2699E+04   0.1500E+01   0.1500E+01
 6095.00000   0.4095E+04  -0.1906E+04   0.3302E+04   0.2699E+04   0.1478E+01   0.1500E+01
 6100.00000   0.4193E+04  -0.1833E+04   0.3327E+04   0.2699E+04   0.1489E+01   0.1500E+01
 6105.00000   0.4146E+04  -0.1931E+04   0.3378E+04   0.2699E+04   0.1512E+01   0.1500E+01
 6110.00000   0.4227E+04  -0.1908E+04   0.3435E+04   0.2699E+04   0.1538E+01   0.1500E+01
 6115.00000   0.4214E+04  -0.1996E+04   0.3511E+04   0.2699E+04   0.1572E+01   0.1500E+01
 6120.00000   0.4250E+04  -0.1888E+04   0.3439E+04   0.2699E+04   0.1540E+01   0.1500E+01
 6125.00000   0.4219E+04  -0.2030E+04   0.3550E+04   0.2699E+04   0.1589E+01   0.1500E+01
 6130.00000   0.4271E+04  -0.1864E+04   0.3436E+04   0.2699E+04   0.1538E+01   0.1500E+01
 6135.00000   0.4247E+04  -0.1875E+04   0.3423E+04   0.2699E+04   0.1533E+01   0.1500E+01
 6140.00000   0.4354E+04  -0.1836E+04   0.3490E+04   0.2699E+04   0.1563E+01   0.1500E+01
 6145.00000   0.4286E+04  -0.1907E+04   0.3494E+04   0.2699E+04   0.1564E+01   0.1500E+01
 6150.00000   0.4253E+04  -0.1850E+04   0.3404E+04   0.2699E+04   0.1524E+01   0.1500E+01
 6155.00000   0.4194E+04  -0.1906E+04   0.3401E+04   0.2699E+04   0.1523E+01   0.1500E+01
 6160.00000   0.4143E+04  -0.2029E+04   0.3472E+04   0.2699E+04   0.1555E+01   0.1500E+01
 6165.00000   0.4197E+04  -0.1948E+04   0.3446E+04   0.2699E+04   0.1543E+01   0.1500E+01
 6170.00000   0.4185E+04  -0.1881E+04   0.3367E+04   0.2699E+04   0.1507E+01   0.1500E+01
 6175.00000   0.4185E+04  -0.1915E+04   0.3401E+04   0.2699E+04   0.1523E+01   0.1500E+01
 6180.00000   0.4177E+04  -0.1869E+04   0.3347E+04   0.2699E+04   0.1498E+01   0.1500E+01
 6185.00000   0.4165E+04  -0.1888E+04   0.3354E+04   0.2699E+04   0.1502E+01   0.1500E+01
 6190.00000   0.4304E+04  -0.1793E+04   0.3399E+04   0.2699E+04   0.1522E+01   0.1500E+01
 6195.00000   0.4207E+04  -0.1966E+04   0.3473E+04   0.2699E+04   0.1555E+01   0.1500E+01
 6200.00000   0.4333E+04  -0.1861E+04   0.3494E+04   0.2699E+04   0.1565E+01   0.1500E+01
 6205.00000   0.4297E+04  -0.1810E+04   0.3407E+04   0.2699E+04   0.1525E+01   0.1500E+01
 6210.00000   0.4223E+04  -0.1899E+04   0.3423E+04   0.2699E+04   0.1533E+01   0.1500E+01
 6215.00000   0.4053E+04  -0.2102E+04   0.3455E+04   0.2699E+04   0.1547E+01   0.1500E+01
 6220.00000   0.4109E+04  -0.1997E+04   0.3406E+04   0.2699E+04   0.1525E+01   0.1500E+01
 6225.00000   0.4259E+04  -0.1865E+04   0.3424E+04   0.2699E+04   0.1533E+01   0.1500E+01
 6230.00000   0.4215E+04  -0.1980E+04   0.3496E+04   0.2699E+04   0.1565E+01   0.1500E+01
 6235.00000   0.4214E+04  -0.1907E+04   0.3421E+04   0.2699E+04   0.1532E+01   0.1500E+01
 6240.00000   0.4279E+04  -0.1872E+04   0.3451E+04   0.2699E+04   0.1545E+01   0.1500E+01
 6245.00000   0.4298E+04  -0.1920E+04   0.3519E+04   0.2699E+04   0.1576E+01   0.1500E+01
 6250.00000   0.4253E+04  -0.1871E+04   0.3425E+04   0.2699E+04   0.1533E+01   0.1500E+01
 6255.00000   0.4203E+04  -0.1897E+04   0.3401E+04   0.2699E+04   0.1523E+01   0.1500E+01
 6260.00000   0.4205E+04  -0.1948E+04   0.3454E+04   0.2699E+04   0.1546E+01   0.1500E+01
 6265.00000   0.4184E+04  -0.1916E+04   0.3401E+04   0.2699E+04   0.1523E+01   0.1500E+01
 6270.00000   0.4329E+04  -0.1750E+04   0.3380E+04   0.2699E+04   0.1513E+01   0.1500E+01
 6275.00000   0.4217E+04  -0.1885E+04   0.3402E+04   0.2699E+04   0.1523E+01   0.1500E+01
 6280.00000   0.4276E+04  -0.1880E+04   0.3456E+04   0.2699E+04   0.1548E+01   0.1500E+01
 6285.00000   0.4160E+04  -0.1998E+04   0.3459E+04   0.2699E+04   0.1549E+01   0.1500E+01
 6290.00000   0.4208E+04  -0.1892E+04   0.3401E+04   0.2699E+04   0.1523E+01   0.1500E+01
 6295.00000   0.4351E+04  -0.1820E+04   0.3472E+04   0.2699E+04   0.1555E+01   0.1500E+01
 6300.00000   0.4314E+04  -0.1908E+04   0.3523E+04   0.2699E+04   0.1577E+01   0.1500E+01
 6305.00000   0.4307E+04  -0.1856E+04   0.3464E+04   0.2699E+04   0.1551E+01   0.1500E+01
 6310.00000   0.4209E+04  -0.1901E+04   0.3411E+04   0.2699E+04   0.1527E+01   0.1500E+01
 6315.00000   0.4281E+04  -0.1822E+04   0.3404E+04   0.2699E+04   0.1524E+01   0.1500E+01
 6320.00000   0.4272E+04  -0.1916E+04   0.3488E+04   0.2699E+04   0.1562E+01   0.1500E+01
 6325.00000   0.4454E+04  -0.1777E+04   0.3531E+04   0.2699E+04   0.1581E+01   0.1500E+01
 6330.00000   0.4286E+04  -0.1937E+04   0.3524E+04   0.2699E+04   0.1578E+01   0.1500E+01
 6335.00000   0.4250E+04  -0.1879E+04   0.3429E+04   0.2699E+04   0.1535E+01   0.1500E+01
 6340.00000   0.4303E+04  -0.1890E+04   0.3494E+04   0.2699E+04   0.1564E+01   0.1500E+01
 6345.00000   0.4170E+04  -0.1949E+04   0.3420E+04   0.2699E+04   0.1531E+01   0.1500E+01
 6350.00000   0.4183E+04  -0.1907E+04   0.3391E+04   0.2699E+04   0.1518E+01   0.1500E+01
 6355.00000   0.4183E+04  -0.1828E+04   0.3312E+04   0.2699E+04   0.1483E+01   0.1500E+01
 6360.00000   0.4234E+04  -0.1920E+04   0.3455E+04   0.2699E+04   0.1547E+01   0.1500E+01
 6365.00000   0.4233E+04  -0.1892E+04   0.3426E+04   0.2699E+04   0.1534E+01   0.1500E+01
 6370.00000   0.4191E+04  -0.1916E+04   0.3408E+04   0.2699E+04   0.1526E+01   0.1500E+01
 6375.00000   0.4310E+04  -0.1906E+04   0.3517E+04   0.2699E+04   0.1575E+01   0.1500E+01
 6380.00000   0.4055E+04  -0.2017E+04   0.3372E+04   0.2699E+04   0.1510E+01   0.1500E+01
 6385.00000   0.4171E+04  -0.1891E+04   0.3363E+04   0.2699E+04   0.1506E+01   0.1500E+01
 6390.00000   0.4166E+04  -0.1937E+04   0.3404E+04   0.2699E+04   0.1524E+01   0.1500E+01
 6395.00000   0.4166E+04  -0.1953E+04   0.3420E+04   0.2699E+04   0.1531E+01   0.1500E+01
 6400.00000   0.4191E+04  -0.1835E+04   0.3326E+04   0.2699E+04   0.1489E+01   0.1500E+01
 6405.00000   0.4111E+04  -0.1974E+04   0.3386E+04   0.2699E+04   0.1516E+01   0.1500E+01
 6410.00000   0.4224E+04  -0.1827E+04   0.3351E+04   0.2699E+04   0.1500E+01   0.1500E+01
 6415.00000   0.4153E+04  -0.1903E+04   0.3357E+04   0.2699E+04   0.1503E+01   0.1500E+01
 6420.00000   0.4111E+04  -0.1900E+04   0.3312E+04   0.2699E+04   0.1483E+01   0.1500E+01
 6425.00000   0.4106E+04  -0.1910E+04   0.3316E+04   0.2699E+04   0.1485E+01   0.1500E+01
 6430.00000   0.4038E+04  -0.1980E+04   0.3320E+04   0.2699E+04   0.1486E+01   0.1500E+01
 6435.00000   0.4115E+04  -0.1935E+04   0.3351E+04   0.2699E+04   0.1500E+01   0.1500E+01
 6440.00000   0.4121E+04  -0.2007E+04   0.3428E+04   0.2699E+04   0.1535E+01   0.1500E+01
 6445.00000   0.4179E+04  -0.1983E+04   0.3463E+04   0.2699E+04   0.1550E+01   0.1500E+01
 6450.00000   0.4206E+04  -0.2001E+04   0.3508E+04   0.2699E+04   0.1571E+01   0.1500E+01
 6455.00000   0.4244E+04  -0.1816E+04   0.3362E+04   0.2699E+04   0.1505E+01   0.1500E+01
 6460.00000   0.4103E+04  -0.2061E+04   0.3464E+04   0.2699E+04   0.1551E+01   0.1500E+01
 6465.00000   0.4151E+04  -0.1983E+04   0.3434E+04   0.2699E+04   0.1538E+01   0.1500E+01
